,task_type,task_name,digest,lang_train,lang_pred,model_id,model_type,score
194,token-classification,udpos28,3822decc,nl,nyq,xlm-roberta-base,ft,37.17948717948718
195,token-classification,udpos28,3822decc,nl,myu,xlm-roberta-base,ft,19.027484143763214
196,token-classification,udpos28,3822decc,nl,gv,xlm-roberta-base,ft,27.77585010409438
197,token-classification,udpos28,3822decc,nl,sms,xlm-roberta-base,ft,28.90733056708161
198,token-classification,udpos28,3822decc,nl,af,xlm-roberta-base,ft,88.28381198449766
199,token-classification,udpos28,3822decc,nl,otk,xlm-roberta-base,ft,10.407239819004525
200,token-classification,udpos28,3822decc,nl,tpn,xlm-roberta-base,ft,24.60431654676259
201,token-classification,udpos28,3822decc,nl,be,xlm-roberta-base,ft,86.3477391956033
202,token-classification,udpos28,3822decc,nl,sr,xlm-roberta-base,ft,88.38980824796427
203,token-classification,udpos28,3822decc,nl,mdf,xlm-roberta-base,ft,38.66476258479115
204,token-classification,udpos28,3822decc,nl,hyw,xlm-roberta-base,ft,79.03875188726724
205,token-classification,udpos28,3822decc,nl,gd,xlm-roberta-base,ft,55.528255528255535
206,token-classification,udpos28,3822decc,nl,kfm,xlm-roberta-base,ft,29.72972972972973
207,token-classification,udpos28,3822decc,nl,he,xlm-roberta-base,ft,91.66666666666666
208,token-classification,udpos28,3822decc,nl,ug,xlm-roberta-base,ft,74.85103760016437
209,token-classification,udpos28,3822decc,nl,ckt,xlm-roberta-base,ft,30.258957076977648
210,token-classification,udpos28,3822decc,de,en,xlm-roberta-base,ft,20.276248913701842
211,token-classification,udpos28,3822decc,de,nl,xlm-roberta-base,ft,86.08315677966102
212,token-classification,udpos28,3822decc,de,de,xlm-roberta-base,ft,97.64310971253876
213,token-classification,udpos28,3822decc,de,it,xlm-roberta-base,ft,41.03175716757869
214,token-classification,udpos28,3822decc,de,fr,xlm-roberta-base,ft,31.601221181176964
215,token-classification,udpos28,3822decc,de,es,xlm-roberta-base,ft,37.82101167315175
216,token-classification,udpos28,3822decc,de,ru,xlm-roberta-base,ft,85.59007254381376
217,token-classification,udpos28,3822decc,de,sv,xlm-roberta-base,ft,89.5333392366953
218,token-classification,udpos28,3822decc,de,no,xlm-roberta-base,ft,81.06022013306782
219,token-classification,udpos28,3822decc,de,da,xlm-roberta-base,ft,85.74279157936745
220,token-classification,udpos28,3822decc,de,nds,xlm-roberta-base,ft,31.123595505617978
221,token-classification,udpos28,3822decc,de,akk,xlm-roberta-base,ft,17.46348962336664
222,token-classification,udpos28,3822decc,de,hy,xlm-roberta-base,ft,76.46636341872157
223,token-classification,udpos28,3822decc,de,cy,xlm-roberta-base,ft,56.59069174370418
224,token-classification,udpos28,3822decc,de,orv,xlm-roberta-base,ft,38.44230492886909
225,token-classification,udpos28,3822decc,de,sq,xlm-roberta-base,ft,79.06724511930587
