ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_wals,classification_ethnologue,classification_glottolog,recently_extinct,long_extinct,year_of_extinction,code_wals,code_iso,transcribers
A51_BAFIA_MAJA,A51_BAFIA_MAJA,lefa1242,Lefa,lfa,Africa,5.1,11.2,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.51)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia",False,False,,,lfa,Ann-Katrin Wett
A51_BAFIA_TUMI_TINGON,A51_BAFIA_TUMI_TINGON,lefa1242,Lefa,lfa,Africa,5.1,11.2,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.51)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia",False,False,,,lfa,Ann-Katrin Wett
A51_BAFIA_ZAKAAN,A51_BAFIA_ZAKAAN,lefa1242,Lefa,lfa,Africa,5.1,11.2,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.51)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia",False,False,,,lfa,Ann-Katrin Wett
A53_BAFIA_RIKPA,A53_BAFIA_RIKPA,bafi1243,Bafia,ksf,Africa,5.0,11.17,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.53)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50),NuclearBafia(A.50),Lefa-Bafia",False,False,,bfi,ksf,Ann-Katrin Wett
A54_BAFIA_NJANTI,A54_BAFIA_NJANTI,tibe1274,Tibea,ngy,Africa,5.3,11.3,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bafia(A.54)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Bafia(A.50)",False,False,,,ngy,Ann-Katrin Wett
A60_GUNU,A60_GUNU,nugu1242,Nugunu (Cameroon),yas,Africa,4.58,11.25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.622)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60)",False,False,,gun,yas,Ann-Katrin Wett
A60_MMAALA,A60_MMAALA,mmaa1238,Mmaala,mmu,Africa,4.5,11.08,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60),Baca-NuclearYambasa,NuclearYambasa,Elip-Maala",False,False,,,mmu,Ann-Katrin Wett
A61_NGORO_ASOM,A61_NGORO_ASOM,tuki1240,Tuki,bag,Africa,4.58,11.5,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.601)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Sanaga(A.60)",False,False,,tki,bag,Ann-Katrin Wett
A62_KALONGE,A62_KALONGE,yang1293,Yangben,yav,Africa,4.43,11.08,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Sanaga(A.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam,Yambasa(A.60),Baca-NuclearYambasa,NuclearYambasa",False,False,,,yav,Ann-Katrin Wett
A72a_EWONDO,A72a_EWONDO,ewon1239,Ewondo,ewo,Africa,4.0,12.0,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Ewondo-Fang(A.72)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Yaunde-Fang(A.70),Ewondo-Bebele",False,False,,ewo,ewo,Ann-Katrin Wett
AASAX,AASAX,aasa1238,Aasax,aas,Africa,-4.04,37.16,Afro-Asiatic,AA.SOUTHERN_CUSHITIC,"Afro-Asiatic,Cushitic,South","Afro-Asiatic,Cushitic,SouthCushitic,UnclassifiedSouthCushitic",False,False,,,aas,Darja Appelganz
ABAGA,ABAGA,abag1245,Abaga,abg,Papunesia,-6.17,145.67,Nuclear Trans New Guinea,TNG.EASTERN_HIGHLANDS,"Trans-NewGuinea,Madang,Kalam-Kobon","Nuclear_Trans_New_Guinea,Kainantu-Goroka,Goroka,NuclearGoroka,Siane-Yagaria,Kamano-Yagaria,UnclassifiedKamano-Yagaria",False,False,,,abg,Matthew S. Dryer and Søren Wichmann
ABANYOM,ABANYOM,aban1242,Abanyom,abm,Africa,6.29,8.63,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Ekoid,Bakor","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Ekoid-Mbe,Ekoid,Bakor-Ejagham,Bakor,Abanyom-Ekajuk",False,False,,,abm,Guillaume Segerer and Søren Wichmann
ABAR,ABAR,abar1238,Mungbam,mij,Africa,6.58,10.25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Yemne-Kimbi","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid",False,False,,,mij,Viveka Velupillai
ABASAKUR,ABASAKUR,pall1244,Pal,abw,Papunesia,-4.77,145.23,Nuclear Trans New Guinea,TNG.MADANG,"Trans-NewGuinea,Madang,Croisilles,Pihom,Omosan","Nuclear_Trans_New_Guinea,Madang,Croisilles,Tibor-Omosa,Omosan",False,False,,,abw,Cecil H. Brown
ABAU,ABAU,abau1245,Abau,aau,Papunesia,-4.0,141.25,Sepik,Sep.UPPER_SEPIK,"Sepik,Abau",Sepik,False,False,,aba,aau,Julia Bischoffberger
ABAU_2,ABAU_2,abau1245,Abau,aau,Papunesia,-4.0,141.25,Sepik,Sep.UPPER_SEPIK,"Sepik,Abau",Sepik,False,False,,aba,aau,Julia Bischoffberger and Matthew S. Dryer
ABAZA,ABAZA,abaz1241,Abaza,abq,Eurasia,44.0,42.0,Abkhaz-Adyge,NWC.NORTHWEST_CAUCASIAN,"NorthCaucasian,WestCaucasian,Abkhaz-Abazin","Abkhaz-Adyge,Abkhaz-Abaza",False,False,,abz,abq,André Müller
ABBEY,ABBEY,abee1242,Abé,aba,Africa,5.9,-4.38,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Agneby","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Agneby",False,False,,,aba,Guillaume Segerer and Søren Wichmann
ABE,ABE,abee1242,Abé,aba,Africa,5.83,-4.25,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Agneby","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Agneby",False,False,,,aba,
ABIDJI,ABIDJI,abid1235,Abidji,abi,Africa,5.67,-4.58,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Agneby","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Agneby",False,False,,abd,abi,Tessa de Mol-van Valen
ABIDJI_2,ABIDJI_2,abid1235,Abidji,abi,Africa,5.67,-4.58,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Agneby","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Agneby",False,False,,abd,abi,Guillaume Segerer and Søren Wichmann
ABINOMN,ABINOMN,abin1243,Abinomn,bsa,Papunesia,-3.0,138.83,Abinomn,Abi.ABINOMN,Languageisolate_bsa,Abinomn,False,False,,,bsa,Matthew S. Dryer
ABIPON,ABIPON,abip1241,Abipon,axb,South America,-29.0,-61.0,Guaicuruan,Gcu.SOUTH_GUAICURUAN,"Guaykuruan,Southern","Guaicuruan,GuaicurudelSur",True,False,,abi,axb,Cecil H. Brown
ABIRPARA_MAHALI,ABIRPARA_MAHALI,maha1291,Mahali,mjx,Eurasia,23.4,85.32,Austroasiatic,AuA.MUNDA,"Austro-Asiatic,Munda,NorthMunda,Kherwari,Santali","Austroasiatic,Mundaic,NorthMunda,Kherwarian,Santalic",False,False,,,mjx,Sebastian Sauppe
ABKHAZ,ABKHAZ,abkh1244,Abkhaz,abk,Eurasia,43.08,41.0,Abkhaz-Adyge,NWC.NORTHWEST_CAUCASIAN,"NorthCaucasian,WestCaucasian,Abkhaz-Abazin","Abkhaz-Adyge,Abkhaz-Abaza",False,False,,abk,abk,André Müller
ABKHAZ_2,ABKHAZ_2,abkh1244,Abkhaz,abk,Eurasia,43.08,41.0,Abkhaz-Adyge,NWC.NORTHWEST_CAUCASIAN,"NorthCaucasian,WestCaucasian,Abkhaz-Abazin","Abkhaz-Adyge,Abkhaz-Abaza",False,False,,abk,abk,Søren Wichmann
ABNAKI_EASTERN,ABNAKI_EASTERN,east2544,Eastern Abenaki,aaq,North America,45.0,-68.67,Algic,Alg.ALGONQUIAN,"Algic,Algonquian,EasternAlgonquian,Abenaki","Algic,Algonquian,EasternAlgonquian",True,False,1995,,aaq,Helen Geyer
ABNAKI_WESTERN,ABNAKI_WESTERN,west2630,Western Abenaki,abe,North America,44.0,-72.25,Algic,Alg.ALGONQUIAN,"Algic,Algonquian,EasternAlgonquian,Abenaki","Algic,Algonquian,EasternAlgonquian",False,False,,abw,abe,Pamela Brown
ABON,ABON,abon1238,Abon,abo,Africa,6.91,10.88,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Tivoid","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Tivoid,NorthTivoid",False,False,,,abo,Tessa de Mol-van Valen
ABRON,ABRON,abro1238,Abron,abr,Africa,8.0,-3.0,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Central,Akan","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Akanic",False,False,,,abr,Julia Bischoffberger
ABRON_2,ABRON_2,abro1238,Abron,abr,Africa,7.6,-2.0,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Central,Akan","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,CentralTano,Akanic",False,False,,,abr,Guillaume Segerer and Søren Wichmann
ABU,ABU,abuu1241,Abu,ado,Papunesia,-4.25,144.5,Lower Sepik-Ramu,LSR.GRASS,"Ramu-LowerSepik,Ramu,Grass","Lower_Sepik-Ramu,Agoan",False,False,,,ado,Matthew S. Dryer
ABUA,ABUA,abua1244,Abua,abn,Africa,4.91,6.69,Atlantic-Congo,NC.CROSS_RIVER,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,CrossRiver,DeltaCross,CentralDelta,Abua-Odual","Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,CentralDelta,Abua-Odual",False,False,,,abn,Viveka Velupillai
ABUI,ABUI,abui1241,Abui,abz,Papunesia,-8.25,124.58,Timor-Alor-Pantar,TAP.GREATER_ALOR,"Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar,Alor","Timor-Alor-Pantar,Alor-Pantar,Alor",False,False,,abv,abz,Ann-Katrin Wett
ABUI_ATIMELANG,ABUI_ATIMELANG,abui1241,Abui,abz,Papunesia,-8.25,124.58,Timor-Alor-Pantar,TAP.GREATER_ALOR,"Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar,Alor","Timor-Alor-Pantar,Alor-Pantar,Alor",False,False,,abv,abz,Zarina Molochieva
ABUI_MAKADAI,ABUI_MAKADAI,abui1241,Abui,abz,Papunesia,-8.25,124.58,Timor-Alor-Pantar,TAP.GREATER_ALOR,"Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar,Alor","Timor-Alor-Pantar,Alor-Pantar,Alor",False,False,,abv,abz,Zarina Molochieva
ABUI_TAKALELANG,ABUI_TAKALELANG,abui1241,Abui,abz,Papunesia,-8.25,124.58,Timor-Alor-Pantar,TAP.GREATER_ALOR,"Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar,Alor","Timor-Alor-Pantar,Alor-Pantar,Alor",False,False,,abv,abz,Søren Wichmann and Viveka Velupillai
ABUJHMARIA,ABUJHMARIA,mari1414,Maria (India),mrr,Eurasia,19.5,81.0,Dravidian,Dra.SOUTH-CENTRAL_DRAVIDIAN,"Dravidian,South-Central,Gondi-Kui,Gondi","Dravidian,SouthDravidian,SouthDravidianII,Gondi,SoutheastGondi,HillMaria-Koya",False,False,,,mrr,Ann-Katrin Wett
ABUL,ABUL,heib1243,Ebang,hbn,Africa,11.25,30.67,Heibanic,Krd.HEIBAN,"Niger-Congo,Kordofanian,Heiban,West-Central,Central,Ebang-Logol,Ebang-Laru","Heibanic,West-CentralHeibanic,CentralHeibanic,Ebang-Logol,Ebang-Laru",False,False,,,hbn,Viveka Velupillai
ABUN,ABUN,abun1252,Abun,kgr,Papunesia,-0.5,132.5,Abun,WP.NORTH-CENTRAL_BIRDS_HEAD,Languageisolate_kgr,Abun,False,False,,abu,kgr,Søren Wichmann
ABUNG_SUKADANA_LAMPUNG_NYO,ABUNG_SUKADANA_LAMPUNG_NYO,lamp1242,Lampung Nyo,abl,Papunesia,-4.67,105.5,Austronesian,An.LAMPUNGIC,"Austronesian,Malayo-Polynesian,Lampung","Austronesian,Malayo-Polynesian,Lampungic",False,False,,,abl,Sebastian Sauppe
ABURE,ABURE,abur1243,Abure,abu,Africa,5.22,-3.64,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Western","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,WesternTano",False,False,,,abu,Tessa de Mol-van Valen
ABURE_2,ABURE_2,abur1243,Abure,abu,Africa,5.31,-3.5,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Western","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,WesternTano",False,False,,,abu,Guillaume Segerer and Søren Wichmann
ABURE_3,ABURE_3,abur1243,Abure,abu,Africa,5.31,-3.5,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Tano,Western","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Tano,WesternTano",False,False,,,abu,Guillaume Segerer and Søren Wichmann
ABU_2,ABU_2,abua1245,Abu' Arapesh,aah,Papunesia,-3.46,142.92,Nuclear Torricelli,Tor.KOMBIO-ARAPESH,"Torricelli,Kombio-Arapesh,Arapesh","Nuclear_Torricelli,Kombio-Arapesh-Urat,Arapesh,Mufian-Bukiyip-Abu,Bukiyip-Abu",False,False,,,aah,Matthew S. Dryer and Søren Wichmann
ABU_ARAPESH,ABU_ARAPESH,abua1245,Abu' Arapesh,aah,Papunesia,-6.17,140.17,Nuclear Torricelli,Tor.KOMBIO-ARAPESH,"Torricelli,Kombio-Arapesh,Arapesh","Nuclear_Torricelli,Kombio-Arapesh-Urat,Arapesh,Mufian-Bukiyip-Abu,Bukiyip-Abu",False,False,,,aah,Julia Bischoffberger and Matthew S. Dryer
ACATECO_SAN_MIGUEL_ACATAN,ACATECO_SAN_MIGUEL_ACATAN,west2635,Akateko,knj,North America,15.33,-91.67,Mayan,May.MAYAN,"Mayan,Yucatecan-CoreMayan,Q'anjob'alan-Chujean,Q'anjob'alan,Q'anjob'al-Akateko-Jakalteko","Mayan,CoreMayan,WesternMayan,Kanjobalan-Chujean,Kanjobalan,Kanjobal-Jacaltec",False,False,,kwe,knj,Pamela Brown
ACEH,ACEH,achi1257,Acehnese,ace,Eurasia,5.5,95.5,Austronesian,An.MALAYO-SUMBAWAN,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Chamic,Acehnese","Austronesian,Malayo-Polynesian,Malayo-Sumbawan,NorthandEastMalayo-Sumbawan,Aceh-Chamic",False,False,,ace,ace,Søren Wichmann and Viveka Velupillai
ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,jewi1240,Jewish Babylonian Aramaic (ca. 200-1200 CE),tmr,Eurasia,32.54,44.42,Afro-Asiatic,AA.SEMITIC,"Afro-Asiatic,Semitic,Central,Aramaic,Eastern,Central,Northeastern","Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,NorthwestSemitic,Aramaic,EasternAramaic,CentralEasternAramaic,North-EasternNeo-Aramaic",False,True,,,tmr,André Müller
ACHAGUA,ACHAGUA,acha1250,Achagua,aca,South America,4.42,-72.25,Arawakan,Arw.INLAND_NORTHERN_ARAWAKAN,"Maipurean,Northern,UpperAmazon,WesternNawiki,Piapoco","Arawakan,NorthernMaipuran,InlandNorthernMaipuran,Japura-Colombia,NuclearJapura-Colombia,Piapoco-Achagua",False,False,,acg,aca,Cecil H. Brown
ACHANG,ACHANG,acha1249,Longchuan Achang,acn,Eurasia,25.0,98.5,Sino-Tibetan,ST.BURMESE-LOLO,"Sino-Tibetan,Tibeto-Burman,Ngwi-Burmese,Burmish,Northern","Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Burmish,NorthernBurmish,HighNorthernBurmish,Achangic",False,False,,acn,acn,Cecil H. Brown
ACHE,ACHE,ache1246,Aché,guq,South America,-25.25,-55.17,Tupian,Tup.TUPI-GUARANI,"Tupian,Tupi-Guarani,Guarani","Tupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Tupi-GuaraniSubgroupI",False,False,,ach,guq,André Müller
ACHOLI,ACHOLI,acol1236,Acoli,ach,Africa,3.0,32.67,Nilotic,ESu.NILOTIC,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Nilotic,Western,Luo,Southern,Luo-Acholi,Alur-Acholi,Lango-Acholi","Nilotic,WesternNilotic,Luo-Burun,SouthernLwoo",False,False,,acl,ach,Viveka Velupillai
ACHOLI_2,ACHOLI_2,acol1236,Acoli,ach,Africa,3.0,32.67,Nilotic,ESu.NILOTIC,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Nilotic,Western,Luo,Southern,Luo-Acholi,Alur-Acholi,Lango-Acholi","Nilotic,WesternNilotic,Luo-Burun,SouthernLwoo",False,False,,acl,ach,Søren Wichmann
ACHUAR,ACHUAR,achu1248,Achuar-Shiwiar,acu,South America,-3.0,-76.0,Chicham,Jiv.JIVAROAN,"Jivaroan,Jivaro","Chicham,Shuaric",False,False,,acu,acu,
ACHUMAWI,ACHUMAWI,achu1247,Achumawi,acv,North America,41.5,-121.0,Palaihnihan,Hok.PALAIHNIHAN,Palaihnihan,Palaihnihan,False,False,,acm,acv,Cecil H. Brown
ACOMA_KERES,ACOMA_KERES,west2632,Western Keres,kjq,North America,34.97,-107.52,Keresan,Ker.KERESAN,Keresan,Keresan,False,False,,aco,kjq,Søren Wichmann
ADANG,ADANG,adan1251,Adang,adn,Papunesia,-8.17,124.47,Timor-Alor-Pantar,TAP.GREATER_ALOR,"Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar,Alor","Timor-Alor-Pantar,Alor-Pantar,Alor,WestAlor,StraitsWestAlor,Adang-Hamap-Kabola",False,False,,adg,adn,Ann-Katrin Wett
ADANGBE,ADANGBE,adan1248,Adangbe,adq,Africa,6.51,0.73,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,LeftBank,Kposo-Ahlo-Bowili","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Gbe,WesternGbe",False,False,,,adq,Tessa de Mol-van Valen
ADANG_PITUNG,ADANG_PITUNG,adan1251,Adang,adn,Papunesia,-8.17,124.47,Timor-Alor-Pantar,TAP.GREATER_ALOR,"Trans-NewGuinea,West,Timor-Alor-Pantar,Alor-Pantar,Alor","Timor-Alor-Pantar,Alor-Pantar,Alor,WestAlor,StraitsWestAlor,Adang-Hamap-Kabola",False,False,,adg,adn,Viveka Velupillai
ADELE,ADELE,adel1244,Adele,ade,Africa,8.17,0.5,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Basila-Adele","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Na-Togo,Basila-Adele",False,False,,,ade,Viveka Velupillai
ADHOLA,ADHOLA,adho1243,Adhola,adh,Africa,0.67,34.0,Nilotic,ESu.NILOTIC,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Nilotic,Western,Luo,Southern,Adhola","Nilotic,WesternNilotic,Luo-Burun,SouthernLwoo,Adhola-Alur-Luo,Adhola-Luo",False,False,,,adh,Zarina Molochieva
ADILABAD_GONDI,ADILABAD_GONDI,,,wsg,,19.0,81.0,,Dra.SOUTH-CENTRAL_DRAVIDIAN,"Dravidian,South-Central,Gondi-Kui,Gondi","Dravidian,SouthDravidian,SouthDravidianII,Gondi,NorthwestGondi",False,False,,gon,wsg,Ann-Katrin Wett
ADIOUKROU,ADIOUKROU,adio1239,Adioukrou,adj,Africa,5.42,-4.58,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Agneby","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Agneby",False,False,,adi,adj,Viveka Velupillai
ADIOUKROU_2,ADIOUKROU_2,adio1239,Adioukrou,adj,Africa,5.39,-4.52,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Agneby","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Agneby",False,False,,adi,adj,Guillaume Segerer and Søren Wichmann
ADIWASI_GARASIA,ADIWASI_GARASIA,adiw1235,Adiwasi Garasia,gas,Eurasia,24.07,73.14,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Bhil","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,SubcontinentalCentralIndo-Aryan,Bhil,GarasiaBhil",False,False,,,gas,Tessa de Mol-van Valen
ADI_GALO,ADI_GALO,galo1242,Galo,adl,Eurasia,28.23,94.07,Sino-Tibetan,ST.TANI,"Sino-Tibetan,Tibeto-Burman,CentralTibeto-Burman,Tani","Sino-Tibetan,Macro-Tani,Tani,Pre-WesternTani,WesternTani,Subansiri",False,False,,,adl,Sebastian Sauppe
ADNYAMATHANHA,ADNYAMATHANHA,adny1235,Adnyamathanha,adt,Australia,-30.5,139.5,Pama-Nyungan,PN.CENTRAL_PAMA-NYUNGAN,"Australian,Pama-Nyungan,South-West,Yura","Pama-Nyungan,Arandic-Thura-Yura,Thura-Yura,CoreThuraYura,NorthernThura-Yura",False,False,,adn,adt,Zarina Molochieva
ADORA,ADORA,airo1242,Airoran,air,Papunesia,-1.85,138.16,Greater Kwerba,Kwe.KWERBA,"Tor-Kwerba,GreaterKwerba,Kwerba,WestCoast","Greater_Kwerba,Kwerba-Samarokena,Samarokena-Airoran",False,False,,,air,Matthew S. Dryer
ADUMANIS_ULU_KOMERING,ADUMANIS_ULU_KOMERING,kome1238,Komering,kge,Papunesia,-4.0,105.0,Austronesian,An.LAMPUNGIC,"Austronesian,Malayo-Polynesian,Lampung","Austronesian,Malayo-Polynesian,Lampungic",False,False,,kag,kge,Sebastian Sauppe
ADYGHE,ADYGHE,adyg1241,Adyghe,ady,Eurasia,45.23,40.58,Abkhaz-Adyge,NWC.NORTHWEST_CAUCASIAN,"NorthCaucasian,WestCaucasian,Circassian","Abkhaz-Adyge,Circassian",False,False,,adt,ady,André Müller
ADYGHE_2,ADYGHE_2,adyg1241,Adyghe,ady,Eurasia,45.22,39.7,Abkhaz-Adyge,NWC.NORTHWEST_CAUCASIAN,"NorthCaucasian,WestCaucasian,Circassian","Abkhaz-Adyge,Circassian",False,False,,adt,ady,Søren Wichmann
ADZERA,ADZERA,adze1240,Adzera,adz,Papunesia,-6.25,146.25,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,HuonGulf,Markham,Upper","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,Markham,UpperMarkham",False,False,,adz,adz,Mark Donohue and Viveka Velupillai
AEKA,AEKA,aeka1244,Aeka,aez,Papunesia,-8.79,148.09,Nuclear Trans New Guinea,TNG.BINANDEREAN,"Trans-NewGuinea,GreaterBinanderean,Binanderean,NuclearBinanderean,SouthBinanderean,Orokaivan","Nuclear_Trans_New_Guinea,GreaterBinanderean,Binanderean,NuclearBinanderean,SouthBinanderean,Orokaivic",False,False,,,aez,Matthew S. Dryer and Søren Wichmann
AEKA_2,AEKA_2,aeka1244,Aeka,aez,Papunesia,-8.79,148.09,Nuclear Trans New Guinea,TNG.BINANDEREAN,"Trans-NewGuinea,GreaterBinanderean,Binanderean,NuclearBinanderean,SouthBinanderean,Orokaivan","Nuclear_Trans_New_Guinea,GreaterBinanderean,Binanderean,NuclearBinanderean,SouthBinanderean,Orokaivic",False,False,,,aez,Matthew S. Dryer and Søren Wichmann
AEKA_3,AEKA_3,aeka1244,Aeka,aez,Papunesia,-8.79,148.09,Nuclear Trans New Guinea,TNG.BINANDEREAN,"Trans-NewGuinea,GreaterBinanderean,Binanderean,NuclearBinanderean,SouthBinanderean,Orokaivan","Nuclear_Trans_New_Guinea,GreaterBinanderean,Binanderean,NuclearBinanderean,SouthBinanderean,Orokaivic",False,False,,,aez,Matthew S. Dryer and Søren Wichmann
AEKYOM,AEKYOM,aeky1238,Aekyom,awi,Papunesia,-5.75,141.42,Kamula-Elevala,AP.AWIN-PARE,"Trans-NewGuinea,Awin-Pare","Kamula-Elevala,Elevala",False,False,,awi,awi,Matthew S. Dryer and Søren Wichmann
