ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_wals,classification_ethnologue,classification_glottolog,recently_extinct,long_extinct,year_of_extinction,code_wals,code_iso,transcribers
GUMALU,GUMALU,guma1255,Gumalu,gmu,Papunesia,-5.22,145.63,Nuclear Trans New Guinea,TNG.MADANG,"Trans-NewGuinea,Madang,Croisilles,Gum","Nuclear_Trans_New_Guinea,Madang,Croisilles,Mabuso,Gum",False,False,,,gmu,Cecil H. Brown
GUMAWANA,GUMAWANA,guma1254,Gumawana,gvs,Papunesia,-9.21,150.8,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,PapuanTip,Nuclear,NorthPapuanMainland-D'Entrecasteaux,Gumawana","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,PapuanTiplinkage,NuclearPapuanTiplinkage,NorthPapuanMainland-D'Entrecasteauxlinkage",False,False,,gmw,gvs,Cecil H. Brown
GUMBAYNGGIR,GUMBAYNGGIR,kumb1268,Kumbainggar,kgs,Australia,-30.17,152.5,Pama-Nyungan,PN.SOUTHEASTERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Gumbaynggiric","Pama-Nyungan,SoutheasternPama-Nyungan,NorthCoastPama-Nyungan,Gumbaynggiric",False,False,,gum,kgs,Viveka Velupillai
GUMUZ,GUMUZ,gumu1244,Northern Gumuz,guk,Africa,12.5,35.83,Gumuz,Gum.GUMUZ,"Nilo-Saharan,Satellite-Core,Core,B'aga",Gumuz,False,False,,gmz,guk,André Müller
GUNBALANG_WARLANG,GUNBALANG_WARLANG,kunb1251,Kunbarlang,wlg,Australia,-12.0,134.0,Gunwinyguan,Gun.GUNWINYGIC,"Australian,Gunwingguan,Gunwinggic","Gunwinyguan,Marne",False,False,,gnb,wlg,Søren Wichmann
GUNDI,GUNDI,gund1247,Gundi,gdi,Africa,3.4,15.85,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Ngbaka,Western,Baka-Gundi","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mundu-Baka,WesternMundu-Baka,Baka-Gundi",False,False,,,gdi,Guillaume Segerer and Søren Wichmann
GUNDI_2,GUNDI_2,gund1247,Gundi,gdi,Africa,3.4,15.85,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Ngbaka,Western,Baka-Gundi","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mundu-Baka,WesternMundu-Baka,Baka-Gundi",False,False,,,gdi,Guillaume Segerer and Søren Wichmann
GUNDI_3,GUNDI_3,gund1247,Gundi,gdi,Africa,3.4,15.85,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Ngbaka,Western,Baka-Gundi","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mundu-Baka,WesternMundu-Baka,Baka-Gundi",False,False,,,gdi,Guillaume Segerer and Søren Wichmann
GUNDONG_PA_HNG,GUNDONG_PA_HNG,pahn1237,Pa-Hng,pha,Eurasia,26.13,109.08,Hmong-Mien,HM.HMONG-MIEN,"Hmong-Mien,Hmongic,Pa-hng","Hmong-Mien,Hmongic,Paheng",False,False,,,pha,Sebastian Sauppe
GUNGBE,GUNGBE,gunn1250,Gun,guw,Africa,6.58,2.67,Atlantic-Congo,NC.KWA,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,LeftBank,Gbe,Aja","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Gbe,EasternGbe",False,False,,guw,guw,Matthew S. Dryer
GUNIN_KWINI,GUNIN_KWINI,kwin1241,Kwini,gww,Australia,-14.25,126.67,Worrorran,Wor.WORRORRAN,"Australian,Worrorran","Worrorran,NorthernWorrorran,ForrestRiver",False,False,,gnn,gww,Søren Wichmann
GUNUNA_KUNE,GUNUNA_KUNE,puel1244,Puelche,pue,South America,-41.0,-67.0,Puelche,Chn.PUELCHE,Languageisolate_pue,Puelche,True,False,1934,gku,pue,André Müller
GUNUNA_KUNE_2,GUNUNA_KUNE_2,puel1244,Puelche,pue,South America,-41.0,-67.0,Puelche,Chn.PUELCHE,Languageisolate_pue,Puelche,True,False,1934,gku,pue,
GUNWINGGU_GUN_DJEIHMI,GUNWINGGU_GUN_DJEIHMI,gunw1252,Bininj Kun-Wok,gup,Australia,-12.5,133.75,Gunwinyguan,Gun.GUNWINYGIC,"Australian,Gunwingguan,Gunwinggic","Gunwinyguan,Marne,CentralGunwinyguan",False,False,,bbw,gup,
GUNWINGGU_KUNE,GUNWINGGU_KUNE,gunw1252,Bininj Kun-Wok,gup,Australia,-12.5,133.75,Gunwinyguan,Gun.GUNWINYGIC,"Australian,Gunwingguan,Gunwinggic","Gunwinyguan,Marne,CentralGunwinyguan",False,False,,bbw,gup,
GUNWINGGU_KUNINJKU,GUNWINGGU_KUNINJKU,gunw1252,Bininj Kun-Wok,gup,Australia,-12.5,133.75,Gunwinyguan,Gun.GUNWINYGIC,"Australian,Gunwingguan,Gunwinggic","Gunwinyguan,Marne,CentralGunwinyguan",False,False,,bbw,gup,
GUNWINGGU_KUNWINJKU,GUNWINGGU_KUNWINJKU,gunw1252,Bininj Kun-Wok,gup,Australia,-12.5,133.75,Gunwinyguan,Gun.GUNWINYGIC,"Australian,Gunwingguan,Gunwinggic","Gunwinyguan,Marne,CentralGunwinyguan",False,False,,bbw,gup,
GUNWINGGU_MANYALLALUK_MAYALI,GUNWINGGU_MANYALLALUK_MAYALI,gunw1252,Bininj Kun-Wok,gup,Australia,-12.5,133.75,Gunwinyguan,Gun.GUNWINYGIC,"Australian,Gunwingguan,Gunwinggic","Gunwinyguan,Marne,CentralGunwinyguan",False,False,,bbw,gup,
GUNYA,GUNYA,guny1241,Gunya,gyy,Australia,-27.06,145.86,Pama-Nyungan,PN.NORTHERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Maric","Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,SouthernMaric,Margany-Gunya",True,False,2005,gny,gyy,Julia Bischoffberger
GUPA_ABAWA,GUPA_ABAWA,gupa1248,Gupa-Abawa,gpa,Africa,8.21,6.69,Atlantic-Congo,NC.NUPOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Nupoid,Nupe-Gbagyi,Nupe","Atlantic-Congo,Volta-Congo,Benue-Congo,Ebira-Nupoid,Macro-Nupoid,Nupoid,Dibo-Kupa,Dibo-Kami,Kami-Abawa",False,False,,,gpa,Tessa de Mol-van Valen
GUPA_ABAWA_2,GUPA_ABAWA_2,gupa1248,Gupa-Abawa,gpa,Africa,8.21,6.69,Atlantic-Congo,NC.NUPOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Nupoid,Nupe-Gbagyi,Nupe","Atlantic-Congo,Volta-Congo,Benue-Congo,Ebira-Nupoid,Macro-Nupoid,Nupoid,Dibo-Kupa,Dibo-Kami,Kami-Abawa",False,False,,,gpa,Matthew S. Dryer
GUPIS_SHINA,GUPIS_SHINA,shin1264,Shina,scl,Eurasia,36.0,74.0,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Shina","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Shinaic",False,False,,sna,scl,Sebastian Sauppe
GURAGONE,GURAGONE,gura1252,Guragone,gge,Australia,-12.25,134.42,Maningrida,Mng.BURARRAN,"Australian,Gunwingguan,Burarran","Maningrida,Burera-Nakara,Bureran",False,False,,grg,gge,Julia Bischoffberger
GURANI,GURANI,gura1251,Gurani,hac,Eurasia,35.75,45.5,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Zaza-Gorani","Indo-European,Indo-Iranian,Iranian,CentralIranianPBS,CentralIranianPB,NorthwesternIranian,Adharic,Gorani",False,False,,hwr,hac,
GURBET_ROMANI,GURBET_ROMANI,vlax1238,Vlax Romani,rmy,Eurasia,43.35,19.95,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Vlax","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani",False,False,,rka,rmy,Viveka Velupillai
GURENG_GURENG,GURENG_GURENG,gure1255,Gureng Gureng,gnr,Australia,-25.25,151.0,Pama-Nyungan,PN.SOUTHEASTERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Waka-Kabic,Than","Pama-Nyungan,SoutheasternPama-Nyungan,NorthCoastPama-Nyungan,Waka-Kabic,EasternWaka-Kabic",True,False,,ggu,gnr,
GURIASO,GURIASO,guri1248,Guriaso,grx,Papunesia,-3.5,141.58,Guriaso,Gur.GURIASO,Unclassified,Guriaso,False,False,,,grx,Matthew S. Dryer
GURINDJI,GURINDJI,guri1247,Gurindji,gue,Australia,-17.67,130.67,Pama-Nyungan,PN.WESTERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,South-West,Ngumbin","Pama-Nyungan,DesertNyungic,Ngumpin-Yapa,Ngumpin,Gurindjic",False,False,,gji,gue,Søren Wichmann
GURMANA,GURMANA,gurm1246,Gurmana,gvm,Africa,10.15,6.79,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Baushi-Gurmana","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Shiroro-Kamuku,Shiroro",False,False,,,gvm,Tessa de Mol-van Valen
GURMANCEMA,GURMANCEMA,gour1243,Gourmanchéma,gux,Africa,12.2,1.0,Atlantic-Congo,NC.GUR,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Northern,Oti-Volta,Gurma","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Gurma-Yom-Naudem,Gurma,GurmaB,Gourmantche-Moba",False,False,,grm,gux,Guillaume Segerer and Søren Wichmann
GURO,GURO,guro1248,Guro,goa,Africa,7.0,-6.0,Mande,Man.EASTERN_MANDE,"Niger-Congo,Mande,Eastern,Southeastern,Guro-Tura,Guro-Yaoure","Mande,EasternMande,SoutheasternMande,Mano-Dan,Guro-Dan,Guro-Yaoure",False,False,,gro,goa,Dmitry Egorov
GURUNG,GURUNG,guru1261,Gurung,gvr,Eurasia,28.33,84.33,Sino-Tibetan,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,WestBodish,Gurung-Tamang,Gurungic","Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic",False,False,,gur,gvr,Johann-Mattis List
GURUNG_WESTERN,GURUNG_WESTERN,guru1261,Gurung,gvr,Eurasia,29.0,83.0,Sino-Tibetan,ST.BODIC,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Bodish,WestBodish,Gurung-Tamang,Gurungic","Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic",False,False,,gur,gvr,Julia Bischoffberger
GURUNTUM_MBAARU,GURUNTUM_MBAARU,guru1271,Guruntum-Mbaaru,grd,Africa,9.83,10.17,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,B,B.3,Guruntum","Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiEast,Guruntumic",False,False,,,grd,
GURU_KALASHA,GURU_KALASHA,kala1372,Kalasha,kls,Eurasia,35.64,71.68,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Northwestern,Dardic,Chitral","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanNorthwesternzone,Chitral",False,False,,klh,kls,
GURVARI_ROMANI,GURVARI_ROMANI,carp1235,Central Romani,rmc,Eurasia,47.13,19.72,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,IntermediateDivisions,Western,Romani,Northern","Indo-European,Indo-Iranian,Indo-Aryan,Indo-AryanCentralzone,Romani,CentralRomani",False,False,,,rmc,Viveka Velupillai
GUSAN,GUSAN,gusa1246,Gusan,gsn,Papunesia,-6.33,146.67,Nuclear Trans New Guinea,TNG.FINISTERRE-HUON,"Trans-NewGuinea,Finisterre-Huon,Finisterre,Erap","Nuclear_Trans_New_Guinea,Finisterre-Huon,Finisterre-Saruwaged,Erap,Finungwan-Mamaa-Gusan",False,False,,,gsn,Matthew S. Dryer and Søren Wichmann
GUSII,GUSII,gusi1247,Gusii,guz,Africa,-0.75,34.83,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Logooli-Kuria(E.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,EastNyanza,NyanzaMara,NorthMara",False,False,,gus,guz,Julia Bischoffberger
GUSII_2,GUSII_2,gusi1247,Gusii,guz,Africa,-0.8,34.8,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Logooli-Kuria(E.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,EastNyanza,NyanzaMara,NorthMara",False,False,,gus,guz,Guillaume Segerer and Søren Wichmann
GUUGU_YIMIDHIR,GUUGU_YIMIDHIR,gugu1255,Guugu Yimidhirr,kky,Australia,-15.0,144.83,Pama-Nyungan,PN.NORTHERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Guugu-Yimidhirr","Pama-Nyungan,Yimidhirr-Yalanji-Yidinic",False,False,,guu,kky,
GUUS_SIGIDI,GUUS_SIGIDI,saya1246,Saya,say,Africa,9.67,9.35,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,B,B.3,ZaarProper","Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiWest,SouthwestSouthBauchi,Zakse-Saya",False,False,,,say,Guillaume Segerer and Søren Wichmann
GUWAMU,GUWAMU,guwa1243,Guwamu,gwu,Australia,-27.83,148.87,Pama-Nyungan,PN.NORTHERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Maric","Pama-Nyungan,GreaterMaric,Guwa-Maric,Maric,SouthernMaric",True,False,2005,,gwu,Julia Bischoffberger
GUWOT,GUWOT,duwe1237,Duwet,gve,Papunesia,-6.5,146.83,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,NorthNewGuinea,HuonGulf,Markham,Lower,Busu","Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,Markham,LowerMarkham,Busu",False,False,,,gve,Ann-Katrin Wett
GUYAMBAL,GUYAMBAL,,,,,-29.1,151.0,,PN.EAST_QUEENSLAND_BORDER,"Australian,Pama-Nyungan","Pama-Nyungan,EastQueenslandBorderPamaNyungan,Yugambalic",True,False,,,,Julia Bischoffberger
GUYANESE_CREOLE_ENGLISH,GUYANESE_CREOLE_ENGLISH,creo1235,Guyanese Creole English,gyn,South America,7.25,-58.58,Indo-European,Oth.CREOLES_AND_PIDGINS,"Creole,Englishbased,Atlantic,Eastern,Southern","Indo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Anglian,Mercian,Macro-English,GuineaCoastCreoleEnglish,CaribbeanEnglishCreole,EasternCaribbeanCreole,Barbados-Eustatius,Barbados-Trinidad",False,False,,,gyn,
GVOKO,GVOKO,gvok1239,Gvoko,ngs,Africa,11.08,13.83,Afro-Asiatic,AA.BIU-MANDARA,"Afro-Asiatic,Chadic,Biu-Mandara,A,A.4,MandaraProper,Glavda","Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Margi-Mandara-Mofu,Mandaraic,Dghwedeic",False,False,,,ngs,Matthew S. Dryer
GWAGWA,GWAGWA,gwan1268,Gwandara,gwn,Africa,8.67,8.08,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,A,A.1","Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.1",False,False,,,gwn,Viveka Velupillai
GWAHATIKE,GWAHATIKE,gwah1244,Gwahatike,dah,Papunesia,-5.65,146.46,Nuclear Trans New Guinea,TNG.FINISTERRE-HUON,"Trans-NewGuinea,Finisterre-Huon,Finisterre,Warup","Nuclear_Trans_New_Guinea,Finisterre-Huon,Finisterre-Saruwaged,Warup",False,False,,,dah,Matthew S. Dryer
GWAMA,GWAMA,kwam1249,Gwama,kmq,Africa,9.5,34.17,Koman,Kom.KOMAN,"Nilo-Saharan,Satellite-Core,Core,Koman",Koman,False,False,,,kmq,Viveka Velupillai
GWAMHI_WURI,GWAMHI_WURI,gwam1244,Gwamhi-Wuri,bga,Africa,11.83,5.0,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Western,Duka","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,NorthwesternKainji,Duka,Main-Gwamhi",False,False,,,bga,Julia Bischoffberger
GWARA,GWARA,,,,,9.47,7.98,,NC.PLATOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,WesternBenue-CongoPlateau,NorthwesternBenue-CongoPlateau,Koroic",False,False,,,,Viveka Velupillai
GWARI,GWARI,gbar1246,Gbari,gby,Africa,8.7,7.1,Atlantic-Congo,NC.NUPOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Nupoid,Nupe-Gbagyi,Gbagyi-Gbari","Atlantic-Congo,Volta-Congo,Benue-Congo,Ebira-Nupoid,Macro-Nupoid,Gbagyi-Gbari",False,False,,gwa,gby,Guillaume Segerer and Søren Wichmann
GWARI_2,GWARI_2,gbar1246,Gbari,gby,Africa,8.7,7.1,Atlantic-Congo,NC.NUPOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Nupoid,Nupe-Gbagyi,Gbagyi-Gbari","Atlantic-Congo,Volta-Congo,Benue-Congo,Ebira-Nupoid,Macro-Nupoid,Gbagyi-Gbari",False,False,,gwa,gby,Guillaume Segerer and Søren Wichmann
GWARI_3,GWARI_3,gbar1246,Gbari,gby,Africa,8.7,7.1,Atlantic-Congo,NC.NUPOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Nupoid,Nupe-Gbagyi,Gbagyi-Gbari","Atlantic-Congo,Volta-Congo,Benue-Congo,Ebira-Nupoid,Macro-Nupoid,Gbagyi-Gbari",False,False,,gwa,gby,Guillaume Segerer and Søren Wichmann
GWENO,GWENO,gwen1239,Gweno,gwe,Africa,-3.67,37.75,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Chaga(E.65)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,Kilimanjaro-Taita,KilimanjaroBantu",False,False,,,gwe,Ann-Katrin Wett
GWENO_2,GWENO_2,gwen1239,Gweno,gwe,Africa,-3.7,37.7,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,E,Chaga(E.65)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,Kilimanjaro-Taita,KilimanjaroBantu",False,False,,,gwe,Guillaume Segerer and Søren Wichmann
GWERE,GWERE,gwer1238,Gwere,gwr,Africa,1.08,33.92,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Nyoro-Ganda(E.17)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WestNyanza,NorthNyanza",False,False,,,gwr,André Müller
GWERE_2,GWERE_2,gwer1238,Gwere,gwr,Africa,1.08,33.92,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Nyoro-Ganda(E.17)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WestNyanza,NorthNyanza",False,False,,,gwr,Ann-Katrin Wett
GWERE_3,GWERE_3,gwer1238,Gwere,gwr,Africa,1.15,33.8,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,J,Nyoro-Ganda(E.17)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,GreatLakesBantu,WestNyanza,NorthNyanza",False,False,,,gwr,Guillaume Segerer and Søren Wichmann
GWI,GWI,gwii1239,/Gwi,gwj,Africa,-22.67,21.75,Khoe-Kwadi,KK.KHOE-KWADI,"Khoe-Kwadi,Khoe,KalahariKhoe,Southwest","Khoe-Kwadi,Khoe,Non-Khoekhoe,West-Kxoe,Naro-Ana,Ana",False,False,,,gwj,André Müller
GXANA,GXANA,gana1274,//Gana,gnk,Africa,-22.17,23.33,Khoe-Kwadi,KK.KHOE-KWADI,"Khoe-Kwadi,Khoe,KalahariKhoe,Southwest","Khoe-Kwadi,Khoe,Non-Khoekhoe,West-Kxoe,Naro-Ana,Ana",False,False,,,gnk,André Müller
GYANNZI_GEEJI,GYANNZI_GEEJI,geji1246,Geji,gji,Africa,10.32,9.62,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,B,B.3,ZaarProper","Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiWest,NorthwestSouthBauchi",False,False,,,gji,Guillaume Segerer and Søren Wichmann
GYANNZI_GEEJI_2,GYANNZI_GEEJI_2,geji1246,Geji,gji,Africa,10.32,9.62,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,B,B.3,ZaarProper","Afro-Asiatic,Chadic,WestChadic,WestChadicB,WestChadicB.3,SouthBauchiWest,NorthwestSouthBauchi",False,False,,,gji,Guillaume Segerer and Søren Wichmann
GYELE,GYELE,gyel1242,Gyele,gyi,Africa,2.47,10.25,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.801)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Njem(A.80),Mvumboic",False,False,,,gyi,Tessa de Mol-van Valen
GYEM,GYEM,gyem1238,Gyem,gye,Africa,10.42,9.25,Atlantic-Congo,NC.KAINJI,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,Eastern,NorthernJos,Jera","Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos,NorthernJos,Lameic",False,False,,,gye,Julia Bischoffberger
H12_VILI_MAYUMBA,H12_VILI_MAYUMBA,vili1238,Vili,vif,Africa,-4.67,12.0,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kikongo(H.12)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Kongo-Yaka-Suku-Hungan,Kongo-Yaka-Suku,Kikongoic,CoreKikongo,WestKikongo,Yombe-Vili",False,False,,vif,vif,Ann-Katrin Wett
H166_KONGO_MANYANGA,H166_KONGO_MANYANGA,koon1244,South-Central Kikongo,kng,Africa,-5.0,15.0,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kikongo(H.16)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Kongo-Yaka-Suku-Hungan,Kongo-Yaka-Suku,Kikongoic,CoreKikongo,South-Central-EastKikongo,Koongo-Kituba",False,False,,,kng,Ann-Katrin Wett
H41_MBALA_1,H41_MBALA_1,mbal1257,Mbala,mdp,Africa,-5.0,18.0,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Mbala-Sondi",False,False,,,mdp,Ann-Katrin Wett
H42_HUNGANA_1,H42_HUNGANA_1,hung1278,Hungana-Saamba,hum,Africa,-3.67,18.42,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Kongo-Yaka-Suku-Hungan",False,False,,,hum,Ann-Katrin Wett
H42_HUNGANA_2,H42_HUNGANA_2,hung1278,Hungana-Saamba,hum,Africa,-3.67,18.42,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Kongo-Yaka-Suku-Hungan",False,False,,,hum,Ann-Katrin Wett
H42_HUNGANA_3,H42_HUNGANA_3,hung1278,Hungana-Saamba,hum,Africa,-3.67,18.42,Atlantic-Congo,NC.BANTOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Kongo-Yaka-Suku-Hungan",False,False,,,hum,Ann-Katrin Wett
